preset,case,row_kind,rotor_index,source_name,source_enabled,lookup_status,clamped,blocked,probe_kind,plane_sample,probe_distance_radius,probe_distance_m,plane_offset_u_radius,plane_offset_v_radius,plane_radial_fraction,probe_region,probe_point_world_x_m,probe_point_world_y_m,probe_point_world_z_m,disk_center_world_x_m,disk_center_world_y_m,disk_center_world_z_m,disk_normal_world_x,disk_normal_world_y,disk_normal_world_z,disk_tangent_u_world_x,disk_tangent_u_world_y,disk_tangent_u_world_z,disk_tangent_v_world_x,disk_tangent_v_world_y,disk_tangent_v_world_z,disk_radius_m,source_half_thickness_m,source_bounding_sphere_radius_m,expected_top_hat_velocity_world_x_mps,expected_top_hat_velocity_world_y_mps,expected_top_hat_velocity_world_z_mps,expected_top_hat_speed_mps,expected_axial_velocity_mps,expected_transverse_velocity_mps,body_force_density_world_x_n_m3,body_force_density_world_y_n_m3,body_force_density_world_z_n_m3,total_force_world_x_n,total_force_world_y_n,total_force_world_z_n,pressure_jump_pa,mass_flux_kg_s_m2,ideal_momentum_power_loading_w_m2,query_j,query_rpm,effective_j,effective_rpm,ct,cp,eta
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_pos_0p5,2.00000000000000,0.129540000000000,0.500000000000000,0.00000000000000,0.500000000000000,wake_core_top_hat,0.0995601442127220,0.129540000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_neg_0p5,2.00000000000000,0.129540000000000,-0.500000000000000,0.00000000000000,0.500000000000000,wake_core_top_hat,0.0347901442127220,0.129540000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_pos_0p5,2.00000000000000,0.129540000000000,0.00000000000000,0.500000000000000,0.500000000000000,wake_core_top_hat,0.0671751442127220,0.129540000000000,0.0347901442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_neg_0p5,2.00000000000000,0.129540000000000,0.00000000000000,-0.500000000000000,0.500000000000000,wake_core_top_hat,0.0671751442127220,0.129540000000000,0.0995601442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_pos_1p0,2.00000000000000,0.129540000000000,1.00000000000000,0.00000000000000,1.00000000000000,wake_core_top_hat,0.131945144212722,0.129540000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_neg_1p0,2.00000000000000,0.129540000000000,-1.00000000000000,0.00000000000000,1.00000000000000,wake_core_top_hat,0.00240514421272200,0.129540000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_pos_1p0,2.00000000000000,0.129540000000000,0.00000000000000,1.00000000000000,1.00000000000000,wake_core_top_hat,0.0671751442127220,0.129540000000000,0.00240514421272200,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_neg_1p0,2.00000000000000,0.129540000000000,0.00000000000000,-1.00000000000000,1.00000000000000,wake_core_top_hat,0.0671751442127220,0.129540000000000,0.131945144212722,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_pos_1p25,2.00000000000000,0.129540000000000,1.25000000000000,0.00000000000000,1.25000000000000,outer_reference,0.148137644212722,0.129540000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,0,0,0,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_neg_1p25,2.00000000000000,0.129540000000000,-1.25000000000000,0.00000000000000,1.25000000000000,outer_reference,-0.0137873557872780,0.129540000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,0,0,0,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_pos_1p25,2.00000000000000,0.129540000000000,0.00000000000000,1.25000000000000,1.25000000000000,outer_reference,0.0671751442127220,0.129540000000000,-0.0137873557872780,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,0,0,0,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_neg_1p25,2.00000000000000,0.129540000000000,0.00000000000000,-1.25000000000000,1.25000000000000,outer_reference,0.0671751442127220,0.129540000000000,0.148137644212722,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,0,0,0,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,center,4.00000000000000,0.259080000000000,0.00000000000000,0.00000000000000,0.00000000000000,centerline,0.0671751442127220,0.259080000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_pos_0p5,4.00000000000000,0.259080000000000,0.500000000000000,0.00000000000000,0.500000000000000,wake_core_top_hat,0.0995601442127220,0.259080000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_neg_0p5,4.00000000000000,0.259080000000000,-0.500000000000000,0.00000000000000,0.500000000000000,wake_core_top_hat,0.0347901442127220,0.259080000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_pos_0p5,4.00000000000000,0.259080000000000,0.00000000000000,0.500000000000000,0.500000000000000,wake_core_top_hat,0.0671751442127220,0.259080000000000,0.0347901442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,v_neg_0p5,4.00000000000000,0.259080000000000,0.00000000000000,-0.500000000000000,0.500000000000000,wake_core_top_hat,0.0671751442127220,0.259080000000000,0.0995601442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_pos_1p0,4.00000000000000,0.259080000000000,1.00000000000000,0.00000000000000,1.00000000000000,wake_core_top_hat,0.131945144212722,0.259080000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
apDrone,static_anchored_source_hover,raw_source,0,ctcpj_apdrone_static_anchored_source_hover_raw_source_rotor_0,true,INTERPOLATED,false,false,wake_plane_top_hat,u_neg_1p0,4.00000000000000,0.259080000000000,-1.00000000000000,0.00000000000000,1.00000000000000,wake_core_top_hat,0.00240514421272200,0.259080000000000,0.0671751442127220,0.0671751442127220,0.00000000000000,0.0671751442127220,0.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-1.00000000000000,0.0647700000000000,0.0250000000000000,0.0694273209910911,0.00000000000000,13.8148619805281,0.00000000000000,13.8148619805281,13.8148619805281,0.00000000000000,0.00000000000000,2337.91754137774,0.00000000000000,0.00000000000000,1.54062471500000,0.00000000000000,116.895877068887,8.46160296307345,807.450203899726,0.00000000000000,10046.5319353468,0.00000000000000,10046.5319353468,0.159299848814191,0.104870616017161,0.00000000000000
